Type de notice	Titre propre-Titre collection-date de diffusion-Chaine de diffusion-Heure de diffusion-Notice-Date de diffusion	Identifiant notice	Fichier source	Nom du fichier	TC IN	TC OUT	Format	Répertoire	Chemin
EMISSION RAD.	Titre: Problemes europeens : emission du 17 decembre 1956 - Titre collection:Problemes europeens - Date:17/12/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028565 17/12/1956	PHD88028565	LD12234_01.MP3	PHD88028565_LD12234_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Alice dans l'Europe des merveilles - Titre collection:Problemes europeens - Date:31/12/1956 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028566 31/12/1956	PHD88028566	LR06242_01.MP3	PHD88028566_LR06242_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 7 janvier 1957 - Titre collection:Problemes europeens - Date:07/01/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028567 07/01/1957	PHD88028567	LD12783_01.MP3	PHD88028567_LD12783_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 21 janvier 1957 - Titre collection:Problemes europeens - Date:21/01/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028569 21/01/1957	PHD88028569	LD14174_01.MP3	PHD88028569_LD14174_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 4 fevrier 1957 - Titre collection:Problemes europeens - Date:04/02/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028570 04/02/1957	PHD88028570	LD14643_01.MP3	PHD88028570_LD14643_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 18 fevrier 1957 - Titre collection:Problemes europeens - Date:18/02/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028571 18/02/1957	PHD88028571	LD15071_01.MP3	PHD88028571_LD15071_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 4 mars 1957 - Titre collection:Problemes europeens - Date:04/03/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028572 04/03/1957	PHD88028572	LD15495_01.MP3	PHD88028572_LD15495_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Ministre des Transports et du tourisme - Titre collection:Problemes europeens - Date:05/03/957 - Chaine:Radio Television Francaise comment= notice PHD88028573 05/03/957	PHD88028573	LXP00611_01.MP3	PHD88028573_LXP00611_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 11 mars 1957 - Titre collection:Problemes europeens - Date:11/03/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028575 11/03/1957	PHD88028575	LD15711_01.MP3	PHD88028575_LD15711_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 9 mars 1957 - Titre collection:Problemes europeens - Date:09/03/1957 - Chaine:Radio Television Francaise - Heure:21:20:00 comment= notice PHD88028574 09/03/1957	PHD88028574	LB08064_01.MP3	PHD88028574_LB08064_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 25 mars 1957 - Titre collection:Problemes europeens - Date:25/03/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028576 25/03/1957	PHD88028576	LD16151_01.MP3	PHD88028576_LD16151_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 30 mars 1957 - Titre collection:Problemes europeens - Date:30/03/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028577 30/03/1957	PHD88028577	LB08388_01.MP3	PHD88028577_LB08388_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 1er avril 1957 - Titre collection:Problemes europeens - Date:01/04/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028578 01/04/1957	PHD88028578	LD16345_01.MP3	PHD88028578_LD16345_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 13 avril 1957 - Titre collection:Problemes europeens - Date:13/04/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028580 13/04/1957	PHD88028580	LB08614_01.MP3	PHD88028580_LB08614_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 15 avril 1957 - Titre collection:Problemes europeens - Date:15/04/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028581 15/04/1957	PHD88028581	LD16808_01.MP3	PHD88028581_LD16808_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 22 avril 1957 - Titre collection:Problemes europeens - Date:22/04/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028583 22/04/1957	PHD88028583	LD16819_01.MP3	PHD88028583_LD16819_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 27 avril 1957 - Titre collection:Problemes europeens - Date:27/04/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028584 27/04/1957	PHD88028584	LB08805_01.MP3	PHD88028584_LB08805_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 13 mai 1957 - Titre collection:Problemes europeens - Date:13/05/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028585 13/05/1957	PHD88028585	LD17615_01.MP3	PHD88028585_LD17615_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 18 mai 1957 - Titre collection:Problemes europeens - Date:18/05/1957 - Chaine:Radio Television Francaise - Heure:21:20:00 comment= notice PHD88028586 18/05/1957	PHD88028586	LB09163_01.MP3	PHD88028586_LB09163_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 3 juin 1957 - Titre collection:Problemes europeens - Date:03/06/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028588 03/06/1957	PHD88028588	LB09325_01.MP3	PHD88028588_LB09325_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 15 juin 1957 - Titre collection:Problemes europeens - Date:15/06/1957 - Chaine:Radio Television Francaise - Heure:21:20:00 comment= notice PHD88028589 15/06/1957	PHD88028589	LB09691_01.MP3	PHD88028589_LB09691_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 17 juin 1957 - Titre collection:Problemes europeens - Date:17/06/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028590 17/06/1957	PHD88028590	LD18706_01.MP3	PHD88028590_LD18706_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 22 juin 1957 - Titre collection:Problemes europeens - Date:22/06/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028591 22/06/1957	PHD88028591	LB09834_01.MP3	PHD88028591_LB09834_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 24 juin 1957 - Titre collection:Problemes europeens - Date:24/06/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028592 24/06/1957	PHD88028592	LD18992_01.MP3	PHD88028592_LD18992_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 29 juin 1957 - Titre collection:Problemes europeens - Date:29/06/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028593 29/06/1957	PHD88028593	LB09934_01.MP3	PHD88028593_LB09934_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 8 juillet 1957 - Titre collection:Problemes europeens - Date:08/07/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028595 08/07/1957	PHD88028595	LD19542_01.MP3	PHD88028595_LD19542_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 15 juillet 1957 - Titre collection:Problemes europeens - Date:15/07/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028596 15/07/1957	PHD88028596	LD19778_01.MP3	PHD88028596_LD19778_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 23 septembre 1957 - Titre collection:Problemes europeens - Date:23/09/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028597 23/09/1957	PHD88028597	LD22021_01.MP3	PHD88028597_LD22021_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 7 octobre 1957 - Titre collection:Problemes europeens - Date:07/10/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028598 07/10/1957	PHD88028598	LD22449_01.MP3	PHD88028598_LD22449_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 14 octobre 1957 - Titre collection:Problemes europeens - Date:14/10/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028599 14/10/1957	PHD88028599	LD22675_01.MP3	PHD88028599_LD22675_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 18 novembre 1957 - Titre collection:Problemes europeens - Date:18/11/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028601 18/11/1957	PHD88028601	LD23723_01.MP3	PHD88028601_LD23723_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 9 decembre 1957 - Titre collection:Problemes europeens - Date:09/12/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028602 09/12/1957	PHD88028602	LD24460_01.MP3	PHD88028602_LD24460_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 20 juillet 1957 - Titre collection:Problemes europeens - Date:20/07/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028603 20/07/1957	PHD88028603	LB10304_01.MP3	PHD88028603_LB10304_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 16 decembre 1957 - Titre collection:Problemes europeens - Date:16/12/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028604 16/12/1957	PHD88028604	LD24912_01.MP3	PHD88028604_LD24912_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Problemes europeens : emission du 23 decembre 1957 - Titre collection:Problemes europeens - Date:23/12/1957 - Chaine:Radio Television Francaise - Heure:22:30:00 comment= notice PHD88028605 23/12/1957	PHD88028605	LD25131_01.MP3	PHD88028605_LD25131_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Conseil de l'Europe : enregistrement du 13 decembre 1960 - Titre collection:Conseil de l'Europe - Date:13/12/960 - Chaine:Radio Television Francaise comment= notice PHD89026760 13/12/960	PHD89026760	LD60693_01.MP3	PHD89026760_LD60693_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Europe - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031438 01/01/1964	PHD94031438	243P00001_01.MP3	PHD94031438_243P00001_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Europe - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031438 01/01/1964	PHD94031438	243P00065_01.MP3	PHD94031438_243P00065_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Europe - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031438 01/01/1964	PHD94031438	243P00067_01.MP3	PHD94031438_243P00067_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Republique federale d'Allemagne - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031439 01/01/1964	PHD94031439	243P00003_01.MP3	PHD94031439_243P00003_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Republique federale d'Allemagne - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031439 01/01/1964	PHD94031439	243P00002_01.MP3	PHD94031439_243P00002_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Republique federale d'Allemagne - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031439 01/01/1964	PHD94031439	243P00004_01.MP3	PHD94031439_243P00004_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Le Luxembourg - Titre collection:Mode d'emploi de l'Europe - Date:01/05/1964 - Chaine:Radio Television Francaise - Heure:20:33:00 comment= notice PHD94031440 01/05/1964	PHD94031440	243P00027_01.MP3	PHD94031440_243P00027_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Le Luxembourg - Titre collection:Mode d'emploi de l'Europe - Date:01/05/1964 - Chaine:Radio Television Francaise - Heure:20:33:00 comment= notice PHD94031440 01/05/1964	PHD94031440	243P00025_01.MP3	PHD94031440_243P00025_01_0_93406_EXPORT.MP3	00:00:00:00	00:09:34:06	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Hollande - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031441 01/01/1964	PHD94031441	243P00028_01.MP3	PHD94031441_243P00028_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Hollande - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031441 01/01/1964	PHD94031441	243P00029_01.MP3	PHD94031441_243P00029_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Hollande - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031441 01/01/1964	PHD94031441	243P00030_01.MP3	PHD94031441_243P00030_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Belgique - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031442 01/01/1964	PHD94031442	243P00036_01.MP3	PHD94031442_243P00036_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Belgique - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031442 01/01/1964	PHD94031442	243P00037_01.MP3	PHD94031442_243P00037_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Belgique - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031442 01/01/1964	PHD94031442	243P00038_01.MP3	PHD94031442_243P00038_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Italie - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031443 01/01/1964	PHD94031443	243P00043_01.MP3	PHD94031443_243P00043_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
EMISSION RAD.	Titre: Italie - Titre collection:Mode d'emploi de l'Europe - Date:01/01/1964 - Chaine:Radio Television Francaise comment= notice PHD94031443 01/01/1964	PHD94031443	243P00042_01.MP3	PHD94031443_243P00042_01___EXPORT.MP3	:::	:::	FVISIO	Construction européenne	iMPRESSO\Construction_europeenne
